,FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN_x,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,CIFSN_y,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,CIFSN_x.1,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,CIFSN_y.1,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
10,PLST,NY,50,0,0,0,0,12,0500000US36021,36021,1,2,36,1779796,21.0,H1,974109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26460.0,2.0,104.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643770717,35071400,Columbia,Columbia County,A,,61570,33226,42.247696399999995,-73.6267175,06,,,1,61570,57314,51533,2557,188,1431,21,1584,4256,4007,724,933,297,10,1830,26,3,12,105,9,3,14,23,11,7,215,72,6,1,51,19,0,22,14,4,0,0,0,0,4,2,17,1,1,1,0,24,5,0,10,3,3,0,1,0,0,0,0,2,0,0,0,10,7,3,0,0,0,0,0,0,61570,3542,58028,55073,50795,2421,70,1423,16,348,2955,2833,694,883,285,8,813,25,3,8,77,9,0,1,22,3,2,113,55,6,1,17,14,0,2,12,1,0,0,0,0,0,0,3,1,1,0,0,9,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50848,48013,43705,1962,132,1095,21,1098,2835,2702,314,737,173,10,1309,26,3,8,78,9,0,11,9,10,5,107,38,1,0,16,18,0,15,4,4,0,0,0,0,4,0,6,0,1,0,0,19,3,0,10,0,3,0,1,0,0,0,0,2,0,0,0,7,7,0,0,0,0,0,0,0,50848,2378,48470,46492,43215,1875,55,1090,16,241,1978,1919,300,710,166,8,620,25,3,8,59,9,0,0,8,3,0,55,30,1,0,4,14,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33226,26590,6636,3,1770,823,101,150,515,57,947,124,0,823
11,PLST,NY,50,0,0,0,0,13,0500000US36023,36023,1,2,36,1779796,23.0,H1,974110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18660.0,2.0,296.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291817953,7110638,Cortland,Cortland County,A,,46809,20814,42.594039,-76.0762398,06,,,1,46809,44137,41250,895,124,1028,15,825,2672,2566,458,850,159,12,1017,23,3,0,28,2,0,5,6,0,3,85,29,6,3,14,4,0,12,10,2,1,1,0,1,0,2,0,0,0,0,0,13,2,0,3,4,0,0,0,0,0,1,0,0,0,3,0,8,7,1,0,0,0,0,0,0,46809,1658,45151,42971,40801,829,113,1018,6,204,2180,2116,431,837,155,12,642,18,3,0,9,2,0,1,6,0,0,60,23,6,3,6,2,0,8,10,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,2,37850,36128,33635,716,111,952,12,702,1722,1658,152,637,95,9,726,13,3,0,15,2,0,0,3,0,3,48,18,0,3,4,0,0,11,7,2,1,0,0,0,0,2,0,0,0,0,0,11,0,0,3,4,0,0,0,0,0,1,0,0,0,3,0,5,5,0,0,0,0,0,0,0,37850,1277,36573,35165,33299,662,103,948,3,150,1408,1364,147,628,95,9,467,9,3,0,1,2,0,0,3,0,0,41,18,0,3,4,0,0,7,7,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20814,18378,2436,3,3876,443,50,0,393,0,3433,2992,0,441
12,PLST,NY,50,0,0,0,0,14,0500000US36025,36025,1,2,36,1779796,25.0,H1,974111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736306657,64163829,Delaware,Delaware County,A,,44308,29953,42.1939865,-74.9667281,06,,,1,44308,41833,39466,1072,145,489,10,651,2475,2333,260,649,172,2,1158,13,13,1,27,1,5,10,1,12,9,119,31,11,3,35,2,0,20,9,1,1,0,0,2,0,2,1,1,0,0,0,18,0,5,6,1,0,0,0,3,0,0,0,2,0,1,0,5,5,0,0,0,0,0,0,0,44308,1985,42323,40558,38821,1003,93,480,7,154,1765,1692,235,639,169,2,608,6,11,1,12,1,0,4,1,3,0,60,25,11,3,8,2,0,0,7,1,0,0,0,0,0,2,0,1,0,0,0,8,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,5,5,0,0,0,0,0,0,0,2,36549,34782,32842,866,130,408,6,530,1767,1698,125,537,88,2,872,13,8,1,20,1,0,10,1,12,8,56,22,0,3,14,2,0,10,3,0,0,0,0,0,0,0,1,1,0,0,0,11,0,5,4,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,36549,1439,35110,33846,32431,805,78,399,6,127,1264,1225,118,528,85,2,462,6,6,1,8,1,0,4,1,3,0,32,16,0,3,7,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,29953,19193,10760,3,2116,480,77,18,385,0,1636,1396,0,240
13,PLST,NY,50,0,0,0,0,15,0500000US36027,36027,1,2,36,1779796,27.0,H1,974112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39100.0,1.0,408.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060721458,76913171,Dutchess,Dutchess County,A,,295911,122009,41.7547699,-73.7400411,06,,,1,295911,270087,207251,32289,1312,10781,74,18380,25824,24119,3892,2657,1913,96,13201,456,224,33,1172,11,3,237,64,131,29,1421,464,84,14,408,26,0,214,24,71,17,29,1,28,8,0,14,6,7,3,3,253,42,7,172,1,16,1,0,6,0,2,0,0,2,4,0,26,6,13,3,2,0,2,5,5,295911,42224,253687,241666,198495,30126,387,10635,67,1956,12021,11343,3323,2372,1806,89,2654,386,207,33,307,11,3,12,60,64,16,611,334,67,12,76,24,0,6,18,21,4,22,1,7,8,0,2,0,7,0,2,58,29,3,19,1,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,2,4,4,2,239623,222463,173601,25231,995,8897,62,13677,17160,16164,1849,2062,989,66,9522,358,136,28,797,11,3,164,62,96,21,813,275,38,11,200,11,0,143,12,45,9,16,1,28,2,0,12,0,7,3,0,163,34,0,117,1,7,0,0,2,0,0,0,0,0,2,0,15,6,4,3,0,0,2,5,5,239623,29630,209993,202206,167743,23827,309,8800,55,1472,7787,7381,1625,1913,942,64,1986,313,131,28,232,11,3,12,58,51,12,360,199,33,9,45,11,0,3,12,15,1,15,1,7,2,0,0,0,7,0,0,39,25,0,13,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,4,4,122009,111927,10082,3,17346,7442,4370,162,2399,511,9904,6777,0,3127
14,PLST,NY,50,0,0,0,0,16,0500000US36029,36029,1,2,36,1779796,29.0,H1,974113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700660508,476879106,Erie,Erie County,A,,954236,438747,42.752759000000005,-78.7781922,06,,,1,954236,902420,693563,134795,5594,46384,280,21804,51816,48549,10707,7226,5474,166,20476,1310,369,48,2023,97,10,145,142,265,91,2894,1244,227,22,627,102,3,281,108,106,9,15,1,78,15,18,14,3,10,3,8,334,73,0,193,14,8,10,3,14,0,13,5,0,1,0,0,39,27,12,0,0,0,0,0,0,954236,59658,894578,862320,678236,129874,4667,46090,199,3254,32258,30424,9562,6722,5343,163,6087,1169,336,48,557,91,7,13,133,184,9,1701,1000,205,22,164,91,2,22,99,29,0,14,0,16,9,6,5,1,7,1,8,118,60,0,19,13,1,4,1,4,0,10,5,0,1,0,0,15,15,0,0,0,0,0,0,0,2,762120,730348,576578,98842,4272,34523,215,15918,31772,29901,4720,4978,2879,107,14242,906,217,33,1303,61,10,104,115,152,74,1640,705,97,12,323,59,1,176,79,51,9,13,1,56,15,16,5,3,8,3,8,200,39,0,127,4,8,0,1,7,0,11,2,0,1,0,0,31,21,10,0,0,0,0,0,0,762120,39747,722373,703186,566714,96073,3629,34336,156,2278,19187,18109,4317,4732,2831,104,4379,828,202,33,386,55,7,13,107,106,9,1000,577,85,12,103,48,0,20,71,21,0,12,0,16,9,6,3,1,7,1,8,69,36,0,10,4,1,0,1,4,0,10,2,0,1,0,0,9,9,0,0,0,0,0,0,0,438747,404064,34683,3,27273,9822,3409,105,6065,243,17451,12219,0,5232
15,PLST,NY,50,0,0,0,0,17,0500000US36031,36031,1,2,36,1779796,31.0,H1,974114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4646753187,316350557,Essex,Essex County,A,,37381,25123,44.1096005,-73.7784307,06,,,1,37381,35403,34102,676,78,229,12,306,1978,1877,169,830,117,13,704,0,7,2,11,0,0,13,3,6,2,84,29,0,2,9,7,8,5,1,9,1,11,0,2,0,0,0,0,0,0,0,11,0,0,6,3,0,0,0,1,0,0,0,0,0,0,1,6,2,2,0,1,0,1,0,0,37381,978,36403,34767,33714,610,74,229,7,133,1636,1577,154,828,115,12,455,0,0,2,4,0,0,0,3,4,0,58,23,0,2,0,7,8,0,1,3,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,30642,29248,28133,617,70,187,12,229,1394,1339,69,629,54,13,543,0,5,0,6,0,0,10,2,6,2,46,17,0,0,9,2,8,4,1,3,0,0,0,2,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,30642,757,29885,28730,27813,563,66,187,7,94,1155,1127,60,627,52,12,370,0,0,0,0,0,0,0,2,4,0,27,11,0,0,0,2,8,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,25123,16088,9035,3,1791,1372,830,158,384,0,419,80,0,339
16,PLST,NY,50,0,0,0,0,18,0500000US36033,36033,1,2,36,1779796,33.0,H1,974115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31660.0,2.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219857155,176622254,Franklin,Franklin County,A,,47555,25318,44.594375799999995,-74.31067,06,,,1,47555,45699,39036,1848,4141,191,0,483,1856,1760,157,871,105,4,569,17,3,9,7,6,0,1,3,8,0,74,17,4,0,6,7,0,15,0,5,0,8,1,0,1,0,0,0,6,3,1,19,0,0,4,3,0,0,0,3,0,1,3,0,0,0,5,3,3,0,0,0,0,0,0,0,47555,1387,46168,44629,38559,1686,4102,191,0,91,1539,1490,140,859,101,4,344,13,3,8,1,6,0,0,3,8,0,32,12,4,0,6,5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,2,37865,36606,31224,1793,3001,151,0,437,1259,1188,69,597,60,1,425,6,2,5,7,4,0,1,3,8,0,53,11,0,0,6,5,0,10,0,5,0,6,1,0,0,0,0,0,6,3,0,15,0,0,4,0,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,37865,1120,36745,35682,30844,1640,2970,151,0,77,1063,1025,60,592,60,1,285,4,2,5,1,4,0,0,3,8,0,24,9,0,0,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,25318,18974,6344,3,3947,3065,2829,16,208,12,882,395,0,487
17,PLST,NY,50,0,0,0,0,19,0500000US36035,36035,1,2,36,1779796,35.0,H1,974116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24100.0,2.0,104.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283234687,96916403,Fulton,Fulton County,A,,53324,28087,43.1156093,-74.4236782,06,,,1,53324,50005,47775,1068,121,349,4,688,3319,3173,440,991,169,9,1440,13,13,0,54,17,0,0,5,11,11,119,65,8,0,18,1,0,10,0,9,2,0,0,4,0,0,2,0,0,0,0,25,2,0,8,0,10,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,53324,2134,51190,48613,47051,966,89,343,0,164,2577,2482,391,964,152,9,898,13,12,0,9,15,0,0,4,10,5,84,53,8,0,13,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,42718,40500,38774,842,95,278,0,511,2218,2146,202,782,84,9,995,10,8,0,24,12,0,0,5,10,5,57,37,5,0,7,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,13,2,0,5,0,3,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,42718,1311,41407,39593,38339,781,75,276,0,122,1814,1774,182,764,79,9,688,10,8,0,3,12,0,0,4,10,5,36,25,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,28087,22390,5697,3,1547,887,469,16,398,4,660,130,0,530
18,PLST,NY,50,0,0,0,0,20,0500000US36037,36037,1,2,36,1779796,37.0,H1,974117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12860.0,2.0,464.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276705561,6137411,Genesee,Genesee County,A,,58388,26013,43.0009096,-78.19277840000001,06,,,1,58388,55255,51541,1441,419,416,17,1421,3133,2995,734,809,187,11,1149,25,12,2,40,12,0,8,6,0,0,112,62,3,0,7,16,0,16,0,0,0,3,0,0,0,0,3,2,0,0,0,18,4,1,7,1,3,0,0,0,0,0,1,1,0,0,0,8,0,6,0,0,0,2,0,0,58388,2752,55636,53280,50960,1358,361,412,16,173,2356,2265,649,782,183,7,585,24,9,0,10,12,0,3,1,0,0,74,57,2,0,0,8,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,11,4,1,0,1,3,0,0,0,0,0,1,1,0,0,0,6,0,4,0,0,0,2,0,0,2,46834,44968,41940,1142,346,361,14,1165,1866,1796,247,600,92,4,782,24,7,1,24,7,0,7,1,0,0,57,31,2,0,0,5,0,11,0,0,0,3,0,0,0,0,3,2,0,0,0,9,1,0,4,0,3,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,2,0,0,46834,1931,44903,43481,41577,1092,306,361,13,132,1422,1375,225,583,90,4,427,24,6,0,6,7,0,2,1,0,0,38,28,2,0,0,1,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,5,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,2,0,0,26013,24213,1800,3,2063,1073,406,0,623,44,990,326,0,664
19,PLST,NY,50,0,0,0,0,21,0500000US36039,36039,1,2,36,1779796,39.0,H1,974118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676140499,28201061,Greene,Greene County,A,,47931,28926,42.2798211,-74.1420253,06,,,1,47931,44482,40490,2370,161,506,7,948,3449,3206,569,773,211,5,1505,20,3,10,69,0,0,25,3,6,7,215,64,15,0,43,6,7,36,12,13,0,0,0,9,8,1,0,1,0,0,0,19,0,1,3,4,8,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,6,47931,3109,44822,42494,39494,2159,100,500,3,238,2328,2189,516,748,204,5,660,19,0,10,23,0,0,1,1,2,0,135,51,11,0,21,6,7,12,12,0,0,0,0,6,8,1,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39625,37425,33986,2108,130,409,7,785,2200,2087,223,582,116,5,1050,16,1,10,55,0,0,14,3,5,7,109,34,6,0,18,2,7,22,3,5,0,0,0,3,8,1,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39625,2270,37355,35873,33256,1933,84,407,3,190,1482,1409,209,563,113,5,476,15,0,10,14,0,0,1,1,2,0,72,31,5,0,6,2,7,9,3,0,0,0,0,0,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28926,20073,8853,3,3108,2479,2140,0,339,0,629,0,0,629
20,PLST,NY,50,0,0,0,0,22,0500000US36041,36041,1,2,36,1779796,41.0,H1,974119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4447989312,234204424,Hamilton,Hamilton County,A,,5107,7826,43.6578786,-74.5024556,06,,,1,5107,4865,4785,31,14,12,1,22,242,208,20,89,8,0,83,0,2,0,0,0,0,0,2,4,0,23,2,4,0,1,1,0,1,0,1,0,1,0,0,0,9,0,0,0,0,3,11,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107,100,5007,4831,4769,30,14,12,1,5,176,161,14,77,6,0,58,0,2,0,0,0,0,0,2,2,0,8,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4441,4271,4201,30,6,12,1,21,170,142,7,63,5,0,61,0,2,0,0,0,0,0,2,2,0,17,2,0,0,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,3,11,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4441,67,4374,4250,4196,30,6,12,1,5,124,114,5,60,3,0,40,0,2,0,0,0,0,0,2,2,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7826,2478,5348,3,119,4,4,0,0,0,115,25,0,90
21,PLST,NY,50,0,0,0,0,23,0500000US36043,36043,1,2,36,1779796,43.0,H1,974120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46540.0,1.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655871582,120356396,Herkimer,Herkimer County,A,,60139,32335,43.571009,-74.8410968,06,,,1,60139,56900,55246,759,108,370,35,382,3239,3093,537,925,171,12,1379,8,0,0,38,4,0,8,5,4,2,109,37,4,0,16,2,0,22,6,2,2,0,5,0,4,6,0,1,0,0,2,27,4,2,11,0,3,0,2,1,0,0,1,0,0,0,3,8,7,1,0,0,0,0,2,2,60139,1530,58609,55955,54653,682,76,359,32,153,2654,2579,485,894,168,12,980,0,0,0,23,0,0,8,5,4,0,53,26,4,0,3,2,0,6,2,0,0,0,0,0,4,4,0,1,0,0,1,14,4,2,0,0,2,0,2,1,0,0,0,0,0,0,3,7,7,0,0,0,0,0,1,1,2,47722,45667,44414,560,91,297,25,280,2055,1980,181,694,73,0,976,8,0,0,31,4,0,8,5,0,0,53,16,1,0,2,2,0,22,2,0,0,0,0,0,0,5,0,1,0,0,2,13,4,2,2,0,0,0,0,1,0,0,1,0,0,0,3,8,7,1,0,0,0,0,1,1,47722,946,46776,45053,44067,512,61,288,22,103,1723,1675,168,676,70,0,732,0,0,0,16,0,0,8,5,0,0,30,12,1,0,2,2,0,6,2,0,0,0,0,0,0,3,0,1,0,0,1,10,4,2,0,0,0,0,0,1,0,0,0,0,0,0,3,7,7,0,0,0,0,0,1,1,32335,25318,7017,3,1315,578,40,0,538,0,737,392,0,345
22,PLST,NY,50,0,0,0,0,24,0500000US36045,36045,1,2,36,1779796,45.0,H1,974121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48060.0,1.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3285929042,1524605118,Jefferson,Jefferson County,A,,116721,61604,43.996389,-76.05296779999999,06,,,1,116721,108443,96244,6707,594,2248,309,2341,8278,7794,1562,2004,629,55,2989,80,53,9,273,7,4,27,49,38,15,433,156,51,1,83,20,1,38,25,18,1,11,8,11,5,1,0,0,2,0,1,40,7,0,21,0,0,1,8,0,0,0,0,0,0,2,1,9,6,0,3,0,0,0,2,2,116721,7990,108731,102473,92755,6271,461,2185,300,501,6258,5967,1415,1921,576,52,1645,69,49,9,162,3,4,4,40,18,0,271,126,38,1,26,14,1,9,23,8,0,5,8,6,5,0,0,0,0,0,1,16,5,0,2,0,0,1,6,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,1,1,2,90038,84918,75611,5176,450,1809,189,1683,5120,4869,558,1441,302,37,2150,64,31,7,210,4,3,13,32,11,6,212,86,24,1,30,8,0,24,6,11,0,10,4,4,0,1,0,0,2,0,1,28,7,0,11,0,0,0,7,0,0,0,0,0,0,2,1,9,6,0,3,0,0,0,2,2,90038,5519,84519,80588,73082,4870,356,1768,183,329,3931,3785,522,1406,283,34,1279,55,27,7,135,0,3,1,24,9,0,127,65,17,1,4,8,0,9,6,8,0,4,4,0,0,0,0,0,0,0,1,15,5,0,2,0,0,0,6,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,1,1,61604,45480,16124,3,6893,1754,1185,23,524,22,5139,183,4278,678
23,PLST,NY,50,0,0,0,0,25,0500000US36047,36047,1,2,36,1779796,47.0,H6,974122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620.0,1.0,408.0,35614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179684485,71158757,Kings,Kings County,C,,2736074,1077654,40.6350451,-73.95063979999999,06,,,1,2736074,2498775,1028774,772050,20598,373680,1487,302186,237299,220987,20893,4599,32333,506,83317,5785,4190,557,58176,770,59,4852,973,3005,972,13625,2830,1084,47,4335,269,20,1994,404,943,67,204,30,642,59,492,59,12,66,21,47,2410,279,29,1637,21,239,9,6,73,8,23,8,55,0,23,0,235,87,127,9,0,1,11,42,42,2736074,516426,2219648,2106478,968427,729696,3964,370776,718,32897,113170,107337,17416,3010,31572,460,12490,4629,3849,506,29418,663,53,278,906,1911,176,5178,1582,890,40,849,204,14,47,384,346,14,142,17,174,54,331,14,12,36,4,24,554,188,13,148,16,103,1,3,12,0,10,0,42,0,18,0,89,56,28,0,0,1,4,12,12,2,2140371,1958979,805931,613774,15448,296850,1145,225831,181392,169690,14780,3752,20191,422,66062,4671,2916,470,48484,552,47,3656,800,2096,791,9681,2189,632,36,2964,154,9,1632,287,484,58,151,23,491,55,351,44,8,58,13,42,1808,186,17,1295,12,150,7,5,36,8,22,8,45,0,17,0,177,66,91,9,0,0,11,36,36,2140371,391547,1748824,1664146,759371,584397,3054,294905,587,21832,84678,80474,12612,2602,19808,385,8980,3842,2729,438,26019,479,43,234,753,1394,156,3714,1270,541,32,574,122,7,36,267,198,14,115,16,149,50,245,14,8,30,2,24,401,129,4,111,10,78,0,3,9,0,9,0,36,0,12,0,77,45,28,0,0,0,4,12,12,1077654,1009804,67850,3,45946,14330,2562,400,9466,1902,31616,4629,0,26987
